district,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_06,2022_08,2022_10,2022_11,2022_12,2016_07,2017_07,2017_08,2018_07,2022_07,2022_09
KUMURAM BHEEM,1849.910981217386,1868.799407030617,1872.3281361483134,1896.7182631093608,1900.480388561087,1874.7705582299166,1884.198928007048,1905.2155598128827,1872.2900760719465,1859.4662691443543,1875.0023841942634,1874.358071557835,1851.147255737644,1871.5218803949303,1873.4360915057962,1880.2958991625167,1897.7250785023684,1887.7307219416116,1884.1709724144303,1874.2030801546873,1874.803064577574,1849.478783768103,1875.5875612046282,1878.6005512267757,1851.2557791191534,1856.6755000972337,1873.9554857613043,1881.9217536052608,1893.7045487846945,1876.2448479446823,1879.0797846347275,1871.4717905350767,1853.0894848215964,1877.740779210671,1873.0471230679793,1850.9304597599287,1858.0834913896306,1871.7101353952366,1876.3134086950993,1905.505700715481,1876.8438198292722,1872.7114882513831,1850.0719475507874,1875.36619508086,1875.5610440964344,1851.0496447276178,1859.8285192091419,1874.478487949291,1871.688527446357,1896.572451710034,1878.2650265573575,1889.8529069275914,1870.2397992191497,1857.2438548327168,1875.4955810479441,1875.7430495988197,1849.252204341926,1863.963229105604,1873.6072919225596,1871.4993458685751,1894.678717914286,1874.1222046547916,1885.3199733181025,1924.4966305207004,1872.398040328431,1848.984715043943,1874.8589907970324,1877.0827645906888,1848.7332261718973,1872.7616515834627,1873.7290972263452,1874.831430305414,1908.2449095325107,1876.0635354108126,1891.496026316996,1927.3812551260849,1869.7574636092513,1849.4359093800388,1874.2504836799899,1875.8610252933568,1849.659873707659,1874.6505665374661,1874.1912333923897,1874.6620494452252,1907.2429400052479,1876.923789583394,1875.6321131344291,1904.2101044997685,1868.5718221447894,1850.5928552589382,1874.5259992129368,1874.1209940842905,1848.3962912322415,1856.7013540361224,1873.675098290595,1868.6753098773975,1904.4090046221656,1878.3950331428837,1879.0441170303302,1853.1000704224778,1875.3859588062148,1877.1436176872667,1867.9381338937521,1898.2410194982183,1867.3533881969768,1893.8431620882632,1874.7254908670257,1873.040735666279
MAHABUBABAD,1850.8554368528348,1877.112680235911,1871.595547210618,1867.0041674109154,1890.430442452281,1870.7018542627989,,1921.688382447793,1877.6663343434982,1857.7858762115889,1876.2111245215444,1877.680340242131,1850.28478172712,1874.2521599834752,1876.457267307022,1906.5145499014786,1890.5541425474746,,1888.8899923361016,1923.7568595683306,1875.320612997988,1854.4321918410492,1876.3935947709635,1876.6092155478345,1851.8886579039631,1877.3919346384807,1876.7854234550105,1887.8355070171297,1893.2421875605269,1879.8807362623381,1902.0428968291028,1869.8282275513902,1854.20251115861,1876.4673274793677,1876.1203275142536,1846.8980722428948,1876.9777110962407,1877.7712269694243,1875.898585408385,1894.1448228783834,1875.1749473524706,1877.8011744284374,1849.3013322309112,1876.1216707104784,1877.0246146422219,1850.3360307167939,1878.221934957798,1873.9919566863127,1876.95954277475,1892.2854248957296,1877.8752241055683,1880.689292373964,1877.9841409992484,1876.989274562285,1862.5093964577397,1870.7547965067058,1850.5644457634062,1877.8907466525643,1875.8869143451236,1869.312202204921,1893.0180227312987,1884.70505149402,1868.7199802313708,1913.3564879685482,1865.8150088342222,1858.041012909952,1875.0001131275171,1880.4857862922818,1852.156727211125,1876.9913616468643,1877.4043517295624,1864.4114190079615,1893.6830662578832,1877.4684262623641,,,1880.1708249092478,1857.159597832207,1880.775721391274,1876.4507963610865,1853.4277383674992,1876.663475182651,1876.6379663145601,1867.67042608876,1893.7370915926658,1883.4399090274842,1883.9451058190666,1927.2311297224094,1858.2562234379607,1853.529698569414,1878.8889812423026,1876.4797213427564,1850.1924859237533,1878.0566228078187,1876.343925191727,1908.101463434753,1909.2331970986152,1887.340475378045,1918.4117743642832,1852.7433251789964,1876.7783234370684,1880.6900200783962,1883.0219274945534,1885.888010543441,1911.552562874752,1894.8725201068085,1888.662445790565,1851.5914899494535
MAHABUBNAGAR,1850.8143722169104,1875.894142759287,1875.7310897616667,1903.003583089417,1892.6257849935773,1879.759217714838,1879.5094033043335,1903.8904253203077,1855.1964441196285,1877.0768925328096,1871.1645249547698,1850.4631947481462,1850.9688612335542,1875.5114272842704,1875.8852153628043,1874.3432415628038,1898.3276271198733,1876.9751783917266,1874.0257146647878,1875.3540544954985,1859.2983881087048,1853.179581642445,1850.2529688536697,1857.1789294168361,1854.305175430054,1873.784239780811,1868.6179883833647,1879.4312327022624,1900.8756888053806,1873.7697978494607,1879.278428684086,1849.837440874289,1868.197350685293,1850.0735896936728,1873.285876530817,1850.055691033975,1875.2380755982888,1875.4223449090143,1877.346077993254,1899.9743867116913,1886.5219820502873,1869.618579180507,1870.7653878125798,1852.3646455736175,1875.5706008406396,1849.7041040116674,1875.3839751848661,1875.1969116346204,1874.0537238965153,1900.3612703057042,1879.528296060072,1877.5742587862742,1871.8863587070548,1857.5684336384058,1858.8119089816619,1870.8657635106667,1849.7010838399672,1875.4938533918971,1875.0713260505277,1873.097764601346,1897.5172610326629,1879.6623361957268,1875.994716778881,1919.209620476992,1876.830470923536,1856.3418403882583,1866.8553629222647,1869.4834036501904,1851.1781931300786,1876.486551770448,1875.5056975724128,1905.5412119038608,1894.1413081382202,1883.339162970027,1878.257040941792,1903.6835296871661,1872.236081235153,1854.3740000900652,1850.285895454521,1863.4020751539767,1853.5492453918323,1875.7661628256492,1875.504700966007,1874.1537030185298,1896.128032456013,1876.158652094475,1881.773850266654,1888.3209368437888,1865.9832269404865,1852.3660305434983,,1857.7770292322202,1854.049527117635,1875.1305225450224,1875.6580891773292,1869.4114295943104,1899.4472200384669,1868.8376974313715,1884.9351078571017,1859.4079261672337,1850.5817089192346,1876.6322061259561,1884.3530750701846,1867.8626201259062,1910.8054584399563,,1891.7812488337029,
MANCHERIAL,1849.5938005688893,1874.8724996444441,1869.8711075398069,1908.4080520159594,1905.2218972402059,1868.9078147252474,1880.18982985232,1896.1722641429672,1873.300704735658,1854.8591095586753,1875.1710049627302,1875.5692477487623,1851.11588125325,1869.2892378315096,1872.6689219129582,1890.7137234541476,1899.4731726227121,1888.0828482348998,1888.716426279047,1876.655658995859,1875.1647363875372,1850.4486813335925,1875.4501260145755,1877.6820122062347,1851.753268864379,1861.1551092969264,1873.7536605030145,1878.9443039607547,1894.2775369830388,1877.9985190003313,1876.5420748370723,1870.4896977604412,1853.386323269763,1876.3529400825505,1874.0631739186404,1851.2167807335343,1862.2894198429487,1871.0582501112128,1872.499123643667,1909.8704391925214,1873.802085674513,1873.1747949997523,1849.9276427029893,1874.8474558791884,1875.5389780257535,1851.495352789882,1864.7575451180783,1872.7698685508794,1870.1805743888606,1899.375565270619,1872.7484779405788,1889.4810164331052,1873.1809984231966,1863.120069601156,1874.9566231351637,1875.0892318028796,1849.4060153130727,1869.3553979135738,1872.8934896940602,1872.2860284166754,1891.0602913441837,1870.3063676991776,1881.682195912135,1925.0563150356047,1873.1889970200357,1849.7083244765845,1874.6264051192252,1876.8637316302768,1847.8438061315815,1872.2428578131755,1872.2265603172648,1871.214603965321,1908.065037612845,1873.8221771645494,1890.0661408851342,1928.5954567379115,1871.4861067595805,1850.6431450905,1876.027059002017,1876.3490995566688,1849.2541160994526,1872.36711727891,1873.606612317233,1880.086703089161,1900.6663737841927,1873.6747611987123,1878.4153206971566,1902.7511175425507,1872.358442036078,1851.215523226948,1875.6883085312206,1875.410272637511,1847.9276192351392,1861.5963258115744,1873.2699530747068,1866.9397852741408,1909.865551372068,1875.7589059428656,1879.0168154693945,1852.872789553646,1875.041584945587,1878.5543738152107,1869.8746468678846,1899.0328352516437,1866.3226217669314,1897.34977060139,1887.4042171848932,1874.022560321797
MEDAK,,,,,,,,,,,,,1851.6948802030397,,1874.2828814634593,1875.39048331021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDCHAL MALKAJGIRI,1849.8319699669737,1877.7965647023893,1875.3722761819827,1901.1936769605536,1895.0242799001314,1879.628524600918,1874.7073177637344,1925.705200121959,1862.7519963639006,1878.0843662776383,1876.194142823633,1850.097966366214,1850.6711877602672,1875.4620338939712,1874.778860782064,1874.5198241695919,1888.34649067794,1882.822550925036,1879.9766121087555,1904.614874617139,1874.5925994606698,1847.9356917864923,1854.268073742582,1876.5584129243093,1849.522490355783,1863.897820223134,1874.0295360082187,1872.36635743373,1891.5059112221018,1878.9539302819346,1904.4147727160469,1876.4968706997151,1877.0232667622608,1881.727698318456,1876.1788995502802,1850.0175467975914,1872.8832125484894,1875.1089729042294,1875.8846231942534,1889.7514051623386,1885.3974403253342,1867.1807706703685,1857.2395613374424,1876.4864899072247,1876.343570381854,1849.6524806447678,1868.0278906399967,1875.4390418012804,1866.7548912809948,1893.097421379241,1890.161170857224,1882.5486186063529,1864.3956406723003,1857.045556351622,1876.563068758143,1876.8106358596194,1849.6533518069466,1877.3967805169993,1875.4005162331816,1873.9778051309345,1896.576968151462,1882.0497986892456,,1925.4199696849591,1875.2993564871736,1854.695208988192,1875.1635268430584,1875.7819473292018,1849.848597896685,1873.0375491057196,1875.5566640445295,1914.6585624460274,1898.471008924387,1884.3193092755685,1888.477425082308,1924.3792733581745,1868.0203051498388,1850.2348293677787,1850.4788376667561,1876.1278855067158,1851.027133644779,1875.9871005387201,1875.8246638286716,1868.8604393574547,1891.9983440663368,1887.2349062357662,1884.0720445222719,1917.568524741203,1865.8005489543875,1849.64594863485,,1874.5491829763423,1851.6838616313412,1869.4515592163516,1875.804416725098,1862.6859239498262,1890.579492097077,1872.9479876027062,1910.999969517119,,1876.655581312757,1876.459189921881,1886.5795894401674,1875.4751364262816,1919.783509667035,,,
MULUGU,1850.6598613475496,1864.5156183903325,1861.606723112709,1905.680647280023,1891.0041876371513,1873.4758966752397,1884.5320245850025,1913.303152109636,1879.0394794754343,1854.5858844949867,1876.2136483710608,1877.9266461906413,1850.3232905806203,1868.2482780013356,,1900.4590807572645,1890.6307032786954,1866.9257148221527,1882.8559549056056,1917.6621874944021,1875.9270326476985,1851.222489934601,1875.6525820941727,1875.9253798295038,1852.3750725596026,1869.2810637632092,1875.7515404509918,1885.9095059533013,1893.6774829199421,1878.5306983547957,1904.583386525673,1873.6544731987597,1850.1679752491361,1875.8080035998682,1876.122032586517,1850.0384771413137,1877.4742749425698,1875.8350013231218,1874.938111389891,1901.6413593616498,1876.1469726516038,1876.1670248970102,1848.0181623430894,1876.5177458135054,1877.6157676759626,1850.0686203389223,1876.9137590230155,1875.8395548558788,1876.3485439156977,1895.4574398420204,1875.5953001657706,1884.438727670843,1876.1027301104152,1870.1063450896015,1875.3957086076261,1872.1631957060567,1849.8193275789772,1858.8926701882745,1875.1357036536986,1867.439455206333,1895.0599193269345,1878.8695625370767,1880.563710194056,1909.4512789837652,1870.2099500632812,1855.9512419518228,1878.4254031944831,1880.2530196261207,1850.0102405666632,1876.5748784771206,1875.8789444252593,1864.6294472188715,1890.6203264594737,1874.0707235462187,1892.0498970270664,1867.539877926995,1872.9693029177654,1855.024335506504,1878.3847374003496,1876.0934720542862,1850.0499886218965,1874.9714939916325,1875.5673862715778,1869.150856649844,1890.7339203625468,1876.999257687091,1875.7772926939158,1893.9272639831536,1862.7784498223878,1853.4642926207175,1876.8460861226124,1877.8966465926676,1849.9858107410857,1874.6347022418709,1875.511871019441,1895.2498574981066,1925.5316529607835,1884.228843508435,1923.3801189519143,1848.6964498412196,1875.6192207524905,1880.2157821397793,1878.0039774795507,1878.5704752079246,1904.2030497788894,1885.2449055533332,1887.8697710128704,1864.2820710982996
NAGARKURNOOL,1849.6283301017108,1874.719133978668,1875.1541343173765,1887.5144379583894,1891.6829271003237,1875.404864780488,1875.0854788211182,1902.2697366487573,1871.5636694911384,1872.5888344280709,1871.9229886701232,1850.9512003828854,1850.3549906936632,1873.6878420886374,1873.0362537682206,1869.0525783646058,1893.9154280193732,1884.5156287561092,1874.5625459321916,1903.7464399236078,1870.8507410199104,1853.1049972654541,1850.5680301737793,1866.83134308226,1852.918758979126,1870.545099680687,1871.9269082334745,1871.5010354768563,1895.3692893524478,1884.1105736555353,1900.1910300171937,1866.8602442511162,1863.0536991343236,1854.3560721949655,1871.2910385337639,1849.5495895979852,1870.0256416687894,1874.467518780754,1873.4262547507938,1895.4511417850842,1875.0185064899724,1869.015691913087,1858.7499336939675,1861.7005708597515,1872.643817481134,1850.709760240093,1876.0055639416753,1873.779669378769,1872.0056743978835,1893.4732057050999,1877.6955520306792,1890.1634813094508,1869.855759480822,1854.8288177759596,1867.6513683663861,1872.2127863780795,1850.4318980621206,1874.8974948718178,1873.4786080655572,1886.1704561209715,1895.135811975707,1874.611119105472,1871.7262638096702,1897.3389512432204,1876.0222585952538,1854.4485590349109,1871.931714201451,1871.863690259749,1849.186949165951,1874.944449553474,1873.2051309776396,1891.8389689282164,1893.1120697543445,1875.325051250695,1878.0609022784015,1926.8007401536315,1875.6504892044543,1855.782172501372,1850.40640205203,1872.7229023639834,1851.2133357190812,1874.2587821844822,1875.1747473284984,1867.7894857503352,1890.5255350338657,1884.3918428842182,1874.1447233507877,1902.2715706760691,1869.6696340070907,1850.3697065740794,1847.2334285986265,1865.7182512828226,1853.3196115647424,1873.0225507639498,1873.6968041300681,1867.5522537570573,1895.0687257120899,1881.6694485960122,1906.1312134361197,1862.0822264262167,1858.2895442686367,1873.254335517362,1872.9503357702818,1873.5218904084002,1893.3163695478916,1865.2176263317797,1872.9991219728083,1868.558894557704
NALGONDA,1849.0868975263825,1873.8406202589404,1870.8696423217157,1867.0800248662601,1894.7230412464878,1871.7563406355544,1868.6830983889315,1884.5043963539626,1875.4639688574543,1871.4922137017454,1857.6026803307757,1864.8267990452148,1851.0317579445757,1875.709584456101,1872.63643458019,1894.9025232705173,1897.08461599034,1875.182915014103,1868.6326385259285,1873.0253130819663,1872.0718860192126,1852.8307474125022,1855.8989113524178,1868.6726234629073,1851.646140986619,1868.0752540474643,1872.0742169845266,1873.8236814977988,1892.085158889807,1874.885368192142,1881.6475835807698,1864.7135302631607,1852.2152560766003,1866.867104373975,1865.8794552674833,1850.6402962464658,1870.1881783795052,1873.1924081901304,1873.385202539188,1895.2594403147466,1871.8458695780926,1871.6195733221216,1853.829622905874,1867.6159684159875,1859.8495958729184,1852.7163664849913,1870.2636714903251,1872.6519890154366,1869.8352789027533,1893.5268210334111,1885.0688011761247,1866.5385042299038,1872.9934595035122,1867.742867677233,1857.7627154517427,1857.5968978420829,1849.9859652848697,1872.6267267117141,1873.1987621281228,1879.5225733424577,1899.2606488006722,1884.8380827015933,1877.3344575722626,1889.6031328122124,1872.8567774933595,1861.0088359157764,1857.635027759583,1873.813540556562,1850.0563783798884,1875.6974270136523,1872.0752839509007,1869.1957000407824,1895.6157635759303,1891.3493945189214,1882.474535706229,1926.0950822063144,1873.121066945744,1859.9317458785265,1849.301289350426,1871.4502104557503,1854.5060728551043,1875.3586445982241,1873.4566193051965,1869.0221984381465,1897.4479675529994,1872.7758662274612,1867.6330157185605,1883.3512077985401,1873.6843084184404,1852.5601644083856,1855.4794185402739,1868.0128226739644,1850.067391251356,1871.332492492018,1873.0069433432284,1875.2829407662252,1893.7562823510748,1876.2270180576927,1887.6704156599178,1851.7719904007376,1869.2956547327922,1868.8163364145867,1887.134889806616,1872.5024759120042,1871.6024150260537,1865.3510664925361,1877.5030350490906,1864.3850963299858
NARAYANPET,1851.9950537610841,1871.4519911537207,1871.3204355540865,1874.2563446674658,1891.808423386966,1878.817208295845,1868.130801107407,1868.285633778354,1873.3457328881868,1869.3407005621902,1854.816085291604,1854.798295822852,1852.2046663565063,1870.5901743438562,1870.1711838983576,1870.8560677477526,1896.4104757643147,1898.660492686778,1866.938684662174,1866.5075579554043,1872.4808618225165,1854.7648507747351,1853.6767511690746,1855.3669735488718,1853.9123521251945,1867.6710208562013,1872.519339942076,1879.6870128916426,1900.5125206892105,1902.766117911144,1865.5753320226156,1872.6917306522885,1872.8777162311628,1853.3937290100228,1860.8584644056457,1850.4919471632604,1873.6867127452372,1871.6636003170918,1878.2688517547024,1896.9220921086605,1883.597635175436,1878.0142048123269,1866.534974969778,1854.3457478227192,1858.945603875914,1849.8281024394346,1872.5549954100434,1871.1129071763464,1879.8279992984587,1899.435611848082,1875.6330274399834,1867.6044039762544,1871.5155552769927,1862.8660042394383,1854.6084316795664,1855.241841430332,1852.3780606217103,1871.375381261768,1870.9149712547437,1876.3631016464542,1895.0013062931805,1874.9071619860074,1867.7910962463557,1879.7044515079667,1869.7583509728079,1851.7277004339505,1854.8183815916525,1856.3198725675186,1851.5078921469042,1871.3876480005847,1871.0308171359254,1873.8099734769417,1891.861417807405,1884.0826717636653,1864.0114227745798,1868.2127975870044,1872.4407560452364,1852.0437095989969,1854.9194095980354,1853.5997263447882,1854.806007549051,1871.5285287240558,1872.0654306537092,1872.312230218362,1895.8942486634637,1893.4977314926368,1866.5819812265086,1865.5440352356263,1865.5929122449095,1854.5241415476423,1847.1524992751085,1854.3561288697028,1852.2444001335862,1870.9259014656861,1871.3012690532646,1879.2036076580152,1898.6120286304315,1880.9500326051207,1867.982713561818,1870.645156575566,1853.8054219060868,1865.2409705960426,1868.0520928680094,1863.5426749517935,1873.5379355275243,,1866.1665887647396,1894.4597820368588
NIRMAL,1855.2473220705156,1860.7963459087912,1875.026249774885,1864.335865558797,1918.166611353586,1884.215348619563,1880.107665675834,1900.6362982944643,1871.9924881721902,1871.4696195623296,1874.5633648805988,1857.2975360573143,1850.5124355216826,1868.532005379201,1869.9859242892235,1873.896277028197,1897.2683383042547,1880.0496594974345,1893.0742624746506,1865.2558610091974,1876.4389089474219,1849.6494710861107,1874.4804556629476,1876.2657264277411,1850.6358252220396,1853.7018133671118,1874.7394190824548,1869.867873599693,1891.5330677436496,1870.3022640301915,1868.4902767722767,1871.9949076143646,1853.4481531211338,1880.2973565800983,1872.3731656280927,1850.6287337477197,1865.189525310127,1874.199847760468,1876.5322260890127,1896.4807209345217,1875.0662210611902,1873.3214672912457,1853.1520059904783,1875.5589087073474,1875.839416369846,1850.9168618873935,1868.4807573943256,1874.33007026811,1875.4545731735761,1893.3369759324255,1885.9711094665065,1893.7040571398982,1862.9681875952065,1850.953632072738,1875.4993211925544,1876.9702792017997,1850.7923125597604,1874.7007966242643,1875.0269558945179,1869.4468894529325,1891.2898638663469,1868.5439069334698,1891.483795675847,1896.694040210879,1866.7482986424177,1852.6820353295325,1876.108138350524,1879.286751034512,1848.2641167008462,1869.1079623725966,1875.8666726863594,1867.197647894606,1913.4344878729369,1872.359540097367,1888.7133811042115,1875.8951380508447,1869.103962210635,1850.1014885875072,1872.6499309943922,1876.2193337468245,1849.465676022928,1868.7683300941126,1874.7631984426068,1875.4111024237457,1896.0949515180866,1878.2740779038588,1881.5184228988044,1867.4300663650272,1874.90851841614,1850.8081710781778,1873.2395200294209,1873.3212466280183,1848.996626015103,1854.8869192706304,1874.9468168365643,1870.2703721618016,1891.0377808004885,1876.3907331785886,1867.626700616849,1853.7603951943693,1875.4834059139896,1875.9377381032027,1889.2772924410503,1877.0777558703676,,,,1884.450981860599
