state,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_06,2022_07,2022_08,2022_09,2022_10,2022_11,2022_12,2023_01,2023_02,2023_03,2023_04,2023_05,2023_06,2023_07,2023_08,2023_09,2023_10,2023_11,2023_12,2020_11
HARYANA,1873.3204140399912,1848.444050607936,1865.4971073797428,1877.774995466904,1918.9824008097503,1908.4418722568987,1921.99841925818,1874.5787705509947,1853.331609159917,1875.3353230751773,1876.0794535266568,1876.4183102861807,1873.572634017916,1849.2037246894467,1863.557115187104,1880.5418470886684,1907.9834832826168,1913.780606180111,1921.397542218746,1868.754658647525,1867.47118832546,1875.936432333075,1876.24186881814,1876.982657751594,1876.637559385696,1849.0915869266016,1863.87714261343,1869.8276623604104,1914.9692883872224,1910.9456724853533,1924.9561305202792,1871.1189025128515,1863.183457097504,1875.2431491427333,1875.3313860267417,1877.416522774366,1874.0502277994624,1849.11952563697,1866.579439692362,1878.9992502427376,1911.701785706932,1916.005879617179,1924.2356422098148,1867.7932222344325,1857.536148956923,1875.6949340605893,1877.445926376092,1877.989386496024,1875.8272541011968,1848.7788770779696,1865.97493762006,1875.4009461364933,1934.8964154194948,1912.3469729780768,1922.1821049922323,1869.988481155092,1875.1262018714383,1875.694589317147,1875.983031968148,1875.7133315281312,1874.266957019628,1848.2272300167303,1869.8786040984623,1875.402747249828,1907.8574515668984,1910.728048581197,1924.4250860994432,1870.8007659199627,1855.8588700866835,1875.579650927872,1875.6308664330425,1875.028059190901,1873.403393164622,1849.561793422869,1857.9584862664592,1870.149636141396,1918.169431235268,1917.508414742692,1922.5268868504168,1869.240474300116,1852.600506844197,1875.791680874948,1878.0955914539136,1873.073147859712,1848.9530638292547,1861.9844670326845,1874.5872420219223,1909.738569770724,1917.4110012128176,1926.5891911438853,1868.5130148191863,1867.710295708068,1872.088495963796,1876.7565715628232,1879.020151849776,1872.0858245213408,1849.663665749833,1864.5327882972103,1883.5066558211104,1912.716930101911,1911.0355611923817,1915.4790916489408,1872.639923001745,1861.5592887303444,1874.552402376649,1876.4720427627176,1878.6296499317768,1873.5842428006256,1849.499896659904,1864.5705266878035,1876.4756347156456,1911.17745543076,1923.44858263178,1919.7649724581952,1867.02080334066,1856.2545821850103,1875.533490192968,1876.4237087925885,1877.199986728932,1878.706300994944
HIMACHAL PRADESH,1869.6319951192208,1849.8826056265648,1855.276846952627,1870.091092388309,1956.6178396724745,1910.308585866304,1905.304490313409,1872.4950685785627,1850.4250758277403,1872.68366704426,1873.578686202833,1872.338881788092,1869.2578715771272,1850.0063502460537,1855.7334545473168,1869.3236991324425,1910.2931378690405,1909.5657652185653,1908.860937270245,1869.4766875255984,1858.392308292861,1872.174272225352,1871.84504907067,1871.6018298613187,1871.73479324785,1851.524352017609,1854.1611067568308,1865.0396723965696,1943.041540816472,1913.301348122388,1911.2024672887503,1874.079121816062,1851.4827519851567,1873.4580933485463,1873.612802419225,1872.8063896340896,1869.7579175715043,1849.137274947184,1854.3727284748388,1870.1061287380576,1954.700489591872,1911.386573202772,1904.877329331103,1868.418881981975,1853.3568723557005,1873.6241518070285,1872.4853201740195,1872.2093148022127,1869.9897062007128,1855.7314965237213,1855.4452965241435,1867.4913013910275,1916.853106326325,1913.5503332165783,1910.774371147736,1868.7542330830324,1862.058576483021,1872.0247452969184,1872.5835879983465,1871.71724159796,1869.1867614844264,1853.0265599654847,1858.2612180082929,1872.4820506530964,1940.019979136888,1912.6687062963745,1908.627898348864,1865.1157416205224,1851.4888916036068,1873.005257797876,1871.185233546952,1871.8165761549708,1869.1371343108444,1862.309062847768,1854.8923142874444,1868.5502245386624,1959.754517867891,1914.127565905262,1906.51108160892,1868.9799883492603,1850.9133096477976,1873.172301471637,1871.3564115321951,1870.0220157498773,1854.985675351936,1858.3929371027127,1867.8175076556256,1916.4521101747948,1914.258110628852,1907.8843103410964,1868.913552067478,1852.3261888001905,1866.259310296274,1872.755832516668,1872.226813271224,1871.03318950305,1850.560991730908,1854.2352547919568,1873.591689969377,1956.6143250542243,1908.6445507871729,1903.982723578546,1873.8217655456224,1854.613405242867,1872.6843247633687,1872.815945886016,1871.9865542146608,1869.9331695333376,1850.1639717642047,1855.0997498061624,1872.112951055316,1951.800337031264,1918.9448111946656,1905.5689175871764,1867.3124473378568,1853.307831672519,1872.165584957236,1873.2499840803905,1871.260276034908,1871.307674922975
JAMMU AND KASHMIR,1873.375580660572,1854.3165118513737,1855.1750232519528,1869.5667716764333,1914.86127320924,1902.376153976704,1914.9721500317376,1870.81247678056,1855.2519305106207,1877.1752906382296,1876.179877968341,1874.869059645204,1874.33649324816,1861.590432396366,1858.1498113603416,1877.349165786895,1887.1670807147343,1905.996461923844,1904.7444741747177,1868.731038668531,1857.681389843524,1877.0712585351407,1874.83067931441,1875.1232955355129,1873.690416383084,1868.6694008506736,1857.4503185967208,1872.272747992519,1912.240685942588,1912.0664329667368,1906.9039386235663,1872.139852198633,1854.0606939200304,1877.8948854777573,1877.4674555838023,1875.725004561099,1873.336661264084,1865.79767048678,1856.325168797833,1870.8304325209408,1920.694757676232,1901.298905763039,1905.507081460942,1869.4089207487189,1854.874279318927,1877.6759768236689,1876.2513219455143,1874.230257533224,1874.161801326403,1864.644830037182,1857.333741073489,1874.6724529012367,1949.827626134914,1909.0033562970136,1900.2864068266656,1871.2381695550848,1857.882931033072,1876.591624095989,1875.8987579573045,1873.591646125892,1872.953234147098,1858.4297090094565,1857.7850832907727,1872.9567152810064,1895.4023063395848,1907.961839526536,1914.596554678635,1874.5959752330912,1854.6208506989587,1877.3048615997604,1874.221741596669,1877.77025242802,1873.6271712329644,1856.5771200516608,1854.8341409352608,1867.60738570782,1916.371869258609,1905.1692420582988,1912.771322729911,1866.8391799112533,1856.340268401228,1878.000234311276,1873.7645896515244,1874.08742865816,1869.4677233822813,1855.422037726081,1863.8880452810763,1896.245103869016,1902.0778061496376,1905.1934013991845,1863.8841369921715,1855.4443153507143,1877.6515391984176,1875.7959387664384,1875.170136044401,1874.968171139884,1868.9211460349563,1855.8740057835607,1871.5350682218527,1915.9266318043103,1906.5539403134487,1905.5807030925453,1877.6800574891029,1859.4273312558507,1876.716957773508,1874.807753265445,1874.8290567322167,1873.2640394840064,1866.3182556149693,1857.048534194904,1867.1064483801888,1929.2039939066733,1903.493941102083,1904.9068523638311,1873.918224392232,1855.2510985170045,1877.923695410441,1875.3072667547472,1873.9433880183567,1876.312962648504
JHARKHAND,1865.4610558280428,1853.6610955764588,1870.5913407121595,1869.368904044229,1904.957426307128,1893.0901404824283,1914.6892158101136,1875.8694340583888,1873.114404640681,1856.46185542877,1877.433259641266,1877.8319949625889,1875.1260137277943,1852.7373965872955,1874.479114967702,1870.8495286139728,1919.129572117917,1893.8126958016176,1921.483086260968,1881.7297268778243,1873.0856532961536,1855.5312679574345,1877.865535886176,1879.864819353016,1870.8669974164663,1854.3382609079783,1874.318979266261,1872.8239211137725,1915.347680886629,1891.7512750037624,1909.971396516372,1878.420395591476,1873.904289873956,1861.930301916797,1876.7038981536507,1878.2601960559264,1863.334987405217,1854.576126059596,1872.046254119372,1874.9923727765524,1904.449390361105,1893.168337917548,1897.517359921548,1873.6094920644257,1870.691711192604,1862.9860396949616,1876.654761140141,1879.3539153236247,1863.137290033523,1853.101275833582,1870.5663479697564,1871.879414055962,1911.0883887378989,1892.892376403415,1901.148038501785,1874.8905393824523,1873.0992920826868,1855.3679645439845,1876.7388700652364,1878.417824673604,1868.0230279612183,1854.439178386636,1873.1751275771617,1873.8248306669464,1912.653102066021,1892.3144744142685,1904.6433094488589,1877.120626079101,1872.841182154072,1854.9551770057976,1877.175481788218,1876.8970154533,1865.4859680432244,1857.514331872131,1874.9885536618287,1868.5286504358064,1904.95558981388,1889.5307107621409,1916.318933702763,1897.2582966042,1866.7679784470715,1852.948301412862,1878.5321064352968,1875.6728961679592,1853.1440944474296,1870.6177144473893,1869.1469332561928,1917.6759022019987,1893.86570105637,1919.9549161482955,1889.6912415326165,1868.101161464272,1858.152434349233,1878.3488825643783,1879.153006176698,1867.1484080919568,1853.913733463051,1871.306150477624,1872.880130140539,1920.16131945688,1894.9600392866416,1911.2664296430207,1872.9118470076648,1868.305781402258,1863.0722926259136,1876.457078573144,1878.6447596595883,1863.4360828884687,1853.3349845175728,1868.8111316583847,1872.2994770066389,1911.0615098624128,1893.374757523627,1914.323419753756,1870.308704551232,1874.939397366534,1851.780784486593,1877.776624307716,1879.4754189585665,1877.7696797547512
KARNATAKA,1850.9876043220445,1874.2375579198035,1874.4065166217044,1875.9690887977,1883.085401222051,1871.1948011866857,1871.0490214088,1880.115315246659,1869.401508283571,1866.9143262391133,1853.6758511419048,1856.919100782196,1851.8333257736776,1874.2860398062096,1873.8671313398845,1870.408096303552,1885.823538745136,1871.8505143797383,1870.8332857002792,1880.753107588613,1870.5028848358047,1861.9748757362368,1855.091355886246,1856.6468482125483,1853.4048001421309,1873.785456361534,1873.248651612513,1873.410551557561,1884.50562888604,1872.618527076756,1870.7195022445053,1877.6098619294253,1870.1079131797308,1863.8580175349207,1854.556119950206,1855.967682359156,1851.9056178523024,1871.4419156607391,1874.619533331872,1876.3846318216056,1890.314376887325,1872.7273968887705,1872.301142144024,1877.3729960168585,1869.528703304157,1860.602955503092,1854.2691672012013,1856.783755832636,1852.191142047456,1873.801021848336,1874.9290015031493,1871.6695762162155,1884.678576751128,1874.3355584644744,1870.526102313382,1875.6944345939896,1870.9137639686576,1862.3509720932689,1853.933388875521,1855.5452786096128,1852.46529273431,1874.993722494448,1873.70850923466,1874.3630396765464,1887.2006564252747,1871.2008118235449,1870.028650865848,1882.3262770657889,1866.3602857768865,1867.746580420458,1853.162252477092,1856.2976865281964,1851.528272201393,1875.222083832,1874.8606988909416,1874.26984213865,1887.659626901304,1871.06030771402,1871.1364037363537,1869.7518437491383,1876.917721204897,1866.4432223719807,1857.106263370254,1852.2361118437525,1874.3568076504696,1874.1550104894432,1870.5845223685503,1885.481680408747,1874.251010730865,1870.548237721602,1883.733046977516,1870.4398145354585,1861.660269644384,1853.750876877777,1856.6307587810463,1853.014790158301,1875.4552317230225,1873.2025424792384,1876.1045992130112,1884.3548118260376,1873.5062161386847,1871.6255912839724,1888.4609628919347,1871.3159626156323,1865.9025912969173,1854.2724699947912,1855.7926507926315,1851.5165912244545,1874.50087425357,1873.978569117796,1876.9398612798084,1888.3655938779152,1870.601931885796,1869.0239558248272,1875.6594379189696,1868.4787371157845,1865.914977587154,1855.1971883387048,1856.7123932608824,1854.502885986352
KERALA,1863.5871292009424,1875.4474283186,1869.2866234255928,1870.7408717334904,1867.322375363672,1864.5344160976977,1863.488052344252,1875.0183812149687,1875.939997006218,1872.216700473245,1852.49558138523,1850.9800621154843,1867.656560181485,1875.936210998703,1873.865796633764,1868.7236854555767,1867.549088439357,1864.837257733584,1872.489384854171,1872.540363952267,1870.6551623559924,1869.6468770460235,1851.3201529532964,1850.5755591568152,1868.127771587596,1874.5007596509824,1874.9133526436765,1869.6913270450536,1865.5262113268625,1870.81421212444,1864.3540793051384,1867.9403759331888,1869.1655636533333,1874.8591086438907,1852.7810464137303,1850.9831388516384,1853.134315550573,1874.582043021199,1874.9979767752416,1870.7824491716908,1870.3069509231395,1865.406024916664,1868.9910857563764,1866.912752316898,1878.5149141053323,1864.705051008852,1852.0431080476144,1850.0646535161973,1853.854539596756,1875.735836997708,1870.8554222361995,1868.48270865914,1873.267740952664,1873.8639674241656,1870.361684690807,1867.8863918682457,1873.1594122868444,1867.9974074100344,1852.202666146973,1850.1103879825423,1863.824874682861,1871.976391688843,1874.6169185888111,1869.6493996605109,1870.8544869805503,1869.6737882665464,1863.8528265063264,1873.4960236046293,1876.1479231427927,1875.371595251955,1851.8251720931269,1850.1812349957297,1866.3609592204773,1876.195993900296,1875.6650335942163,1868.7500341380387,1868.65548425361,1867.16265155484,1868.203745867306,1871.504112214942,1873.7331286736403,1871.6756190897977,1850.977833354556,1863.6149753288728,1875.2455693543827,1873.323387901112,1869.3904884330595,1867.4022515087524,1868.2623547279784,1869.1911136107487,1870.869252362444,1871.3707201517925,1868.1611603315137,1851.413422160618,1851.01135754836,1868.687068907379,1876.055067447432,1875.2016891594533,1866.0598665455807,1867.8196894147816,1870.8929226763464,1868.357716325209,1867.8988089255247,1882.722385607659,1875.212420379925,1852.4058666036528,1849.3396807149832,1853.006172926652,1873.2297613819885,1873.8962099359924,1870.1912670904885,1870.937417078916,1872.100900724544,1874.2203754872069,1866.0610197661847,1879.6307079106853,1870.1374926101344,1853.040997382103,1849.890145665625,1851.3277757691344
LADAKH,1869.5359375990288,1859.2400620614624,,1857.560311120808,1913.896816382508,1915.3535438098068,1917.8834274996448,1865.5369202457248,1857.899869147431,1871.4598231686589,1871.158510936173,1870.181599984349,1869.5186667891223,1861.105470620556,1850.749769380437,1863.0335421930424,1885.180218146438,1916.842272993562,1906.480479896179,1866.1706580906107,1852.3649423520365,1871.366860035018,1871.1197247099767,1870.6661302535065,1869.359116582374,1862.1488724873857,1850.3794999471872,1860.2190247130184,1891.4306032477505,1917.6365223973469,1916.980040876669,1866.0777769074427,1853.5899682422007,1872.0537241651407,1871.5547278452475,1870.503443141044,1869.1827246787288,1861.9170440345856,1849.9124366850344,1859.030798026944,1905.0063283856616,1918.4374962892227,1905.651655926512,1865.3752914779936,1857.3657679885043,1871.7782063436423,1871.1662445650568,1870.045345040573,1869.4954855931835,1864.951335920572,1850.613366553192,1861.726147480216,1896.3025007236065,1921.0827711400489,1902.393045432479,1866.5901588174968,1856.213539969288,1870.3444747400297,1871.0298453052385,1870.0850990243416,1869.3070403739475,1863.1008789584469,1849.2991446934384,1857.823813183157,1899.920979280256,1920.4011866719432,1925.6279929624,1867.682370209744,1855.579026026498,1871.008749242603,1871.2440197818385,1870.187563027372,1869.4457036246536,1866.087338837708,1849.5469750099671,1860.651607453874,1913.157512930913,1913.8443749771448,1915.2578567290104,1867.8639682923583,1860.2388131409507,1872.019516596532,1870.2544502042365,1869.481722218188,1865.882881637095,1851.1653060132423,1858.7351220164755,1890.029576468176,1918.9324896758087,1911.1478885745737,1863.6781299831853,1851.5069077936555,1872.0440846303768,1870.9792990757053,1870.439886046586,1869.441015469348,1862.947611266116,1849.3173928600345,1860.95878329712,1895.265773004917,1920.1338391585464,1910.7958191439304,1864.6359089501912,1854.594268173337,1871.069407341332,1871.1390479304016,1870.2427606660528,1869.4925096374384,1863.6429044159504,1849.9700796595944,1864.8700124262823,1906.711682575311,1915.134871917152,1901.8692145894288,1868.62418030352,1858.3995326651427,1870.8987443824856,1871.0640933142552,1870.2641178547983,1870.816819397824
LAKSHADWEEP,1871.139383664367,1879.6999589382533,1870.734501401959,1867.75868277129,1871.962161243184,1867.649741185254,1866.1720338659816,1880.9198227948216,1866.921198619337,1865.5211471604257,1860.452090230225,1850.458513353395,1863.212882221069,1877.9353713380333,1878.212139428324,1871.521323760533,1864.9842313868407,1871.5735170770847,1878.1200321693616,1869.397553775256,1886.224461355048,1874.7383991840893,1851.823593988032,1849.719439460848,1863.89317461752,1877.541867119976,1874.1929400148729,1867.137077894992,1866.59139083892,1873.209170862683,1862.2789979126992,1867.14773822,1886.3101502558368,1874.855643138797,1853.445804328148,1850.5425711089288,1863.5744873032545,1877.923785488255,1876.3047055580264,1876.8188151762024,1872.6489899154435,1867.705220128346,1871.3361424917832,1868.1441550623,1874.9617401691664,1877.1797700798647,1851.9005442019595,1851.2232332998387,1859.0943015503149,1878.5999631349805,1879.2752809608708,1876.674046207878,1869.0821416961128,1856.3141430227297,1869.962650839368,1866.372492533568,1868.6538242294807,1867.232793905084,1852.60569417516,1851.112742819438,1865.6469667043064,1877.9843551341928,1878.2068083533304,1864.203511666804,1866.927467357548,1871.968189607655,1867.856536342872,1871.193261852845,1885.742145956013,1870.53106098372,1853.8709546289208,1851.175624595243,1873.3503784408645,1878.3520959697007,1877.8395672533893,1863.6840656219945,1869.7555598602328,1860.761692373669,1869.882431125685,1865.8624443826711,1867.5857877392389,1866.149864882343,1851.7134612790824,1863.81562596168,1875.5313149884537,1878.05665981686,1866.989579732248,1869.1153900201568,1861.971117935032,1863.392824266429,1866.940074379881,1880.394273014297,1869.48108923238,1850.3782292172216,1850.7366912150164,1864.1091016945857,1874.6477962533825,1877.8070117356567,1877.2222122519247,1879.9038184454505,1860.0659931460389,1879.349529142147,1867.3187383068905,1890.0821675091056,1870.6816308467696,1850.8237136989053,1851.2371496648848,1855.20625419584,1867.397130695728,1876.8301238600409,,1871.7853312089144,1867.2200885560003,1872.472145027411,1868.772018335223,1872.149581204685,1877.7644993311887,1851.513477653079,1852.435452220781,
MADHYA PRADESH,1868.0445824489643,1853.863984099176,1875.4007482708,1872.793538618243,1904.13462765132,1894.2443099119416,1901.2836753938648,1875.355548044568,1875.0582453662184,1855.262554179628,1876.0221605945112,1877.1407833477545,1863.5566611722943,1854.2090828495125,1874.121370835151,1875.2741268315367,1901.3769941989256,1893.9822700697,1901.1556733996176,1869.952273772068,1872.76580942765,1859.383997093288,1876.156848265573,1877.0159483952227,1864.803169298384,1854.905248434129,1872.4866155308443,1876.056457043913,1901.0526371053973,1895.189855285481,1902.8807450092656,1876.8254377650364,1871.8032402844008,1858.971493429194,1876.0172424219784,1876.8022158906365,1865.0552886712608,1852.994788178016,1875.090396025892,1884.9724815438285,1903.3245660166765,1893.0882740547463,1903.6120147242705,1878.087462497252,1874.640288940208,1857.5261907502315,1875.885203881957,1877.4163086498904,1866.086779795402,1854.9858363925043,1874.35705782354,1882.9294412626589,1903.921216102265,1893.4379535415503,1898.7061805071305,1895.214734634832,1874.9103311225567,1858.135986428874,1875.7912906272704,1877.9224791669187,1864.898485129953,1855.6548930423403,1874.1525820934296,1883.1874456561825,1899.072937678356,1897.5024062553969,1902.0952101474056,1886.7755250698365,1872.2091479496016,1856.8374008201129,1876.215542462572,1878.5230220541885,1866.3952872366403,1853.3088041311207,1874.5512245332736,1870.983533516688,1899.063498763581,1891.54911215334,1916.741536254589,1892.5068121207405,1873.9083695193672,1857.5120003423883,1876.805752983112,1865.365271396476,1854.961884949441,1874.1379686454247,1883.658541250746,1905.7853122262247,1892.6920310555224,1901.0833414673743,1878.490241541291,1873.342654667921,1860.990534408693,1876.153746967764,1878.846280690458,1858.525494810402,1854.557180020602,1874.3188022310603,1881.8882830150665,1906.198824492427,1895.8294821274949,1904.0518917094075,1898.383565167191,1870.252330973962,1854.773020601372,1876.10934844822,1878.0016803550584,1870.6717483153009,1853.4125766159923,1872.902465967604,1871.760924786996,1903.8214051906548,1897.871694067914,1910.9642265224104,1890.23497171882,1873.056186395855,1858.323172222796,1875.1258655388524,1877.2477089596728,1876.464456419772
MAHARASHTRA,1852.983198492523,1866.6972893056247,1874.3767974556788,1870.1143907095443,1895.8367058920387,1880.6291775344152,1883.6824094010635,1897.9669909445577,1874.8846131304203,1855.7120686757296,1874.2747357940088,1874.8262296783475,1852.1822159113733,1863.7417044549047,1874.7302757619968,1873.723493220959,1893.9359129339327,1880.9942766640204,1885.1283469296727,1891.7633839499908,1872.77190409944,1852.2658091314047,1874.4700237915008,1875.7732118529948,1851.5970347107973,1867.422807088407,1874.5041194247283,1873.4585850610483,1894.4127834047204,1878.04015746892,1882.6046621445755,1891.7502838788648,1871.4355435328453,1850.756342406651,1874.09564902352,1875.858302095486,1851.703896799915,1864.716556478304,1875.2995545360363,1887.1434523653304,1898.3433465974056,1881.896036654712,1882.9331561983377,1893.1746386798936,1870.4414154050007,1852.5864382037007,1874.840112498434,1875.673791443588,1851.977253280066,1867.237565496852,1874.607947565723,1881.4800814672456,1896.0711114233416,1878.880131013444,1894.796457694625,1891.1550631435707,1874.6305412759527,1852.1693698955128,1875.2932125182715,1875.4081466390023,1851.034641764257,1869.164751695332,1878.3555819180071,1879.9345480852407,1891.42195220804,1881.2560886430688,1883.864011536961,1891.9572140821024,1870.5162983301675,1855.015312866652,1873.909942350228,1877.278276977541,1851.168226016588,1863.335667993773,1875.006779309267,1870.477555125108,1892.230819523094,1878.9230139573629,1887.9827428213632,1893.1218182612404,1870.867458848504,1851.250997155436,1875.6111586972968,1851.7957953482687,1866.692156006372,1873.8204135399403,1876.0056192114205,1901.4157014455488,1880.3226363781548,1882.565871555672,1889.5783883668344,1870.365970457965,1851.4065066260032,1875.438230930896,1875.781412629197,1850.2044011888715,1868.274004513853,1874.433639186438,1873.7971786477408,1898.4676082503129,1879.9680070039308,1880.5564991404688,1894.9109323600544,1871.2921871605315,1851.2946986655888,1874.470560380362,1876.058465226346,1853.060868362153,1865.6728142805457,1872.913314855248,1871.9376193973392,1902.436195015261,1883.8263585744608,1884.8735528474504,1895.504772558912,1873.5691758181536,1853.5958641198213,1874.4862732906709,1877.0973749527752,1874.6102128402329
MANIPUR,1876.467025218623,1854.48995393241,1876.35982202311,1871.008417653469,1918.211460207345,1911.137942551088,1899.446040086424,1919.848096155888,1873.742353428252,1876.6449098511,1877.6155070430184,1875.57636536253,1860.1986233665675,1855.627559660098,1873.9685915374605,1861.123020838493,1918.6351450189984,1901.1575434733136,1925.081182826265,1869.076363543863,1863.527595590936,1864.2023565969928,1877.8528231542457,1875.9990256368685,1876.7690814731816,1850.177429303399,1865.031472469056,1861.2337596519687,1920.750824749037,1895.775725077824,1908.265593413244,1872.5153119879308,1874.174446875056,1852.671039569413,1878.1066632172367,1877.282235569894,1877.564817898508,1852.1580623687871,1874.471974922933,1869.4292034383056,1917.574556220103,1892.5027277261315,1916.853111395704,1881.7935837491711,1875.8188771556952,1854.611556541856,1878.9060091413523,1876.9800572310223,1876.8253392685133,1852.1368321602984,1872.1924575186256,1875.7768437254608,1915.9276085187416,1906.0704643648844,1923.3003017611647,1868.024455053208,1868.2611139731544,1860.1389589893847,1877.5643272468,1876.9140298006864,1876.4226992884512,1853.720957086108,1875.383882383244,1871.797961582264,1913.287269339284,1909.2359631794527,1923.505070195345,1867.423474869808,1868.95141018622,1868.0969930627468,1876.5997005178167,1874.7603376486816,1868.1496314290223,1854.096869657305,1873.3415258188431,1871.1083585689323,1918.818007147956,1898.942529641812,1927.112577140598,1865.2893302322025,1870.5434484642185,1878.896571465808,1874.8838504649111,1859.560471140085,1855.5304801185496,1871.7836660509904,1870.526097279953,1916.0553110414744,1903.015374918475,1919.7934727557003,1870.3013321181425,1864.3241795311949,1851.4785522690336,1876.5671716924096,1876.70763085548,1876.620212402524,1851.0832023862256,1876.749045356123,1872.4731731920629,1922.348513226225,1888.1081835131204,1927.2410393621549,1877.5269302813729,1874.4584631018945,1849.8476032206845,1880.4647924770904,1877.486504336822,1876.627760285392,1851.5168270310576,1873.242268633751,1875.063858178661,1919.3917242675973,1905.0622882673624,1913.3111085774688,,1874.014969357512,1855.800007166937,1878.1330029873225,1876.0280587793927,1879.9495468311363
MEGHALAYA,1876.3025015853937,1852.2998831660807,1874.94812491414,1873.360056624868,1913.880516603992,1922.3731657803987,1920.1154791960928,1864.951178966987,1867.9539194764363,1871.183716755587,1879.092805129992,1875.5553964991689,1873.2981872184776,1851.7787557833533,1868.1620745897144,1869.8958914771408,1915.7792910490405,1913.2210262073168,1917.388336056204,1869.92639136321,1871.687175775813,1872.540667079668,1878.6672007567256,1876.171755290425,1870.2771015709368,1854.1395202390809,1871.678760554635,1872.4569348491227,1921.8388496044136,1913.3249950285715,1907.8061351353613,1871.298270508691,1865.544839043416,1863.373799299057,1878.6789301178017,1877.7274707164129,1876.040525401672,1851.6810354524057,1875.5767640949528,1872.9049402507344,1918.1612897689524,1913.8058037968008,1926.178533454846,1869.9865556251,1870.89710395466,1867.4129819281884,1878.245845896614,1876.8669051175789,1873.4112667973616,1852.700207849453,1875.5643296981043,1868.407808874637,1914.347401446632,1915.6820322352555,1923.5561294740328,1869.742266322867,1866.2291969030368,1867.346010959584,1877.802726365068,1875.2941164640515,1870.2071394465536,1852.35198299728,1874.5761241072744,1869.544101480822,1907.4193016386928,1910.1816676095016,1925.3451633620955,1868.5131858485488,1865.7033013089783,1867.1520364260869,1878.3953672702464,1875.8326796633885,1868.998798948672,1851.485474581037,1871.0585283129749,1869.6496094140675,1910.4955791413563,1918.158919941552,1912.211863899172,1889.2706222554505,1867.436930580434,1849.683006349208,1876.400320376027,1876.105116227949,1852.648882128576,1874.8274053770103,1874.9668891818849,1918.2443081904628,1914.979097517488,1924.150655107353,1870.959130175277,1869.8224505592004,1873.0147643459504,1878.467049372475,1875.9193201600908,1869.9624714424504,1854.890678703372,1875.368575173007,1873.760104480639,1919.3610537993943,1914.7311189437448,1924.441796765102,1875.886254613881,1859.134466540908,1853.9191270365145,1879.0086153324244,1878.03770391927,1875.836043916476,1851.428397951144,1875.172718359389,1871.8360322895264,1915.170659563804,1909.930325279824,1916.882271089019,1869.9946113048584,1872.407784554857,1864.1546138850629,1877.6354802226217,1876.243334231797,1878.165857794268
