state,2014_01,2014_02,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12,2022_01,2022_02,2022_03,2022_04,2022_05,2022_06,2022_07,2022_08,2022_09,2022_10,2022_11,2022_12,2023_01,2023_02,2023_03,2023_04,2023_05,2023_06,2023_07,2023_08,2023_09,2023_10,2023_11,2023_12,2020_11
MIZORAM,1863.8062357380368,1853.277701065265,1874.4428148459888,1873.541483201628,1921.3215803318035,1893.6474539981136,1901.2669403382,1867.3976824459305,1872.920847915544,1850.0706091335296,1879.005069097273,1874.970701041299,1864.123017318176,1860.0603730602409,1873.6212131506336,1871.8258417568168,1916.1231656906248,1894.0213888023995,1903.605638186536,1878.095229753052,1874.2564915392825,1849.956186286893,1877.7426584901573,1874.681287277262,1875.5940632109068,1853.6375709452432,1872.619544715841,1870.1884972142325,1919.4124213911591,1886.95317938082,1918.1494284829005,1873.2940054376293,1871.451339411686,1858.979611050775,1876.93785310538,1876.5144342016,1875.4205070339128,1852.9477852706475,1874.6597105528087,1869.523993834573,1903.6081215104336,1889.7032009506056,1914.544877414718,1878.035474034292,1871.027447194561,1863.7805449818509,1878.556526385645,1875.7585939009653,1858.4186321865084,1851.741470063004,1875.1658496570485,1874.2840157306653,1922.501438582431,1890.736914644468,1897.18383014178,1865.7904907526388,1871.868640107864,1849.2455876989125,1876.5469995044912,1874.8010074408896,1850.7935815352248,1851.697228007375,1872.4789147744973,1868.3340753184373,1918.4383846542105,1892.4879582406888,1902.090257354916,1885.8476413853816,1872.024249715981,1848.0701660505288,1877.46712624162,1874.0549369429275,1859.7841677095787,1855.5020467253423,1872.742481645596,1870.7390538235247,1926.0388938975327,1885.9749783929387,1904.3418409343592,1875.8538181025551,1871.88973551093,1851.958664869,1875.5771796641952,1864.3987516073248,1858.5412845038268,1874.435793063639,1875.760514808735,1921.112958374234,1886.780883928217,1895.867751309554,1869.094433243189,1870.747953912978,1850.6251866082232,1875.475724831132,1875.2315684374569,1875.479339198381,1852.424304168074,1874.9078955147288,1872.092728674123,1907.9605501493947,1889.378568682048,1919.6780635963944,1895.0328253843093,1871.9715180697567,1849.693725362141,1879.881419546609,1878.2632299905704,1873.4966929726816,1852.3838346800685,1873.1389340337523,1871.3459238797625,1920.9063964625784,1892.7825955313267,1908.609269817428,,1872.0042522678573,1866.5569467374416,1877.5785911158569,1873.7659627555288,1879.0822450365872
NAGALAND,1875.2495887437783,1853.5945223098267,1874.7430311001087,1871.4583615753943,1910.036586160125,1916.9946475530512,1919.8054571342627,1917.915391510743,1871.7884934989936,1875.3490117696333,1875.0771801803296,1874.523555970969,1870.9369377826288,1853.1000738541488,1870.0685326390185,1869.7311590994527,1912.88642918206,1915.70693000896,1913.445529616312,1873.9653047501183,1854.5330512625449,1874.34539789272,1876.0610827959704,1873.3619128482435,1874.628235422316,1848.6533936710373,1873.9709524952737,1861.2153801613304,1915.8704072509563,1918.5158063753915,1908.7636134904344,1876.836523455296,1855.0900197853696,1859.1313519174164,1875.7346470637128,1874.7717047091724,1874.9224146023348,1847.9246105427003,1874.3529920221729,1873.5057390070235,1920.0017175517607,1918.917118592339,1918.52099658052,1872.20084543746,1873.169174843175,1867.7022814845925,1876.35291081376,1874.35500173365,1874.6211184585864,1850.096848771274,1866.3405986756188,1875.4713567699696,1923.703084165188,1912.9733542873869,1928.5118457930416,1866.7416828459168,1871.401089214604,1875.353365658427,1874.9558326964136,1875.0172425758844,1875.112665419438,1854.0729534643635,1873.310103193216,1868.5872790971528,1907.5465497263551,1920.1711187987448,1925.2936642814352,1866.1712123550567,1871.8659336848968,1850.395017241491,1873.7457775023445,1870.727581487001,1873.9553715793625,1852.7566257541043,1867.740289534842,1862.542594886069,1911.85350205346,1913.9146012460849,,1867.0379062347613,1866.151467417188,1876.3656520168915,1874.065483000296,1871.730872563965,1852.722211026233,1871.2688013019288,1872.126823631884,1916.0846892407649,1907.5464690953463,1913.172220970091,1874.6903882902768,1857.1299354256928,1878.4834340724376,1876.2348212138904,1875.1948852738576,1874.3061636694688,1849.162324370624,1875.1778969348568,1862.9455362269423,1916.1929417128613,,1915.44377115782,1877.0384309062783,1855.347981305432,1860.281847798103,1877.3629030243017,1875.5326608092605,1874.008083996932,1848.891704864347,1875.0605694476008,1874.9264919243155,1919.45585394066,1916.5899219812272,1925.6663219863344,,1874.341295617463,1870.09096149514,1875.977241784976,1874.1072014006504,1877.15407259176
ODISHA,1854.3039695395173,1864.4842482360111,1872.828356842976,1870.6834885013843,1907.8362890277656,1879.1059014900168,1888.0015882035725,1888.4265196458823,1874.3602946706624,1850.7394842682647,1873.202596770397,1877.9210603336344,1853.9777804605303,1863.816796644547,1874.5504580295665,1871.116047363906,1907.9277217334447,1879.9083349101063,1886.646186636432,1887.7747048938288,1868.1471281297463,1850.313226561223,1872.4688401222136,1878.102140983556,1853.3535177320896,1863.3926233788115,1874.818793066792,1870.544779254336,1913.088263527184,1878.810725903572,1894.1000592381183,1880.011835466272,1871.2995885520893,1849.6401007848383,1875.7614485546965,1877.8966908474968,1852.0816453951995,1866.9066064816927,1872.4728506713243,1873.6942127674545,1904.957352655396,1882.255733700191,1886.4723963127217,1895.9830559603708,1870.4696451999407,1851.5464123896627,1877.0097735227669,1877.263464050707,1852.259285067668,1857.908003417876,1873.8077606251693,1871.1115144143787,1913.1361222797373,1881.135108459733,1891.7376278321813,1882.9996559006509,1871.5045420902643,1851.4524407517565,1875.87058648601,1878.9034958648988,1854.0663477462435,1862.9511615349488,1874.701805253328,1873.3824644572703,1911.944640683729,1880.0238631446343,1891.57856731719,1897.9548353241053,1873.3939156439749,1852.323018138016,1876.817889180798,1878.400289772052,1852.4655501766624,1868.684575083155,1873.1984748966763,1868.4309508812216,1910.344944602087,1877.91402673056,1887.65881804106,1910.8168946886576,1869.813826843752,1851.4302789783828,1877.7792618842936,1855.1066390823296,1864.114732259928,1873.2883843720804,1871.8309031456224,1904.579445603018,1885.099536780248,1885.5893842920752,1889.5466561324545,1869.106402696038,1850.518066597018,1878.1367341446,1878.2267768753684,1853.28613702382,1864.2474153313776,1874.7481180375096,1872.209908531968,1914.981086366032,1882.4293708467003,1882.9899787603872,1880.4391495643856,1871.0674474447487,1850.171398086792,1876.052077278444,1878.1480280057488,1851.413416224232,1864.649215601444,1871.824719419908,1870.987623203546,1909.7176531561813,1880.293232815265,1888.7224058973216,1879.4561653289347,1871.002124281578,1852.5078042868547,1876.4984738654227,1879.0732998464432,1877.8102456808333
PUDUCHERRY,1859.9976073478056,1873.786690009105,1874.1118204891616,1871.693200298204,1877.988013421651,1864.968240419548,1866.5292582073064,1865.5337772612463,1865.493707340724,1861.5244854520909,1853.995239094644,1849.520114827305,1875.1926112861904,1874.5843688708244,1874.1451279191683,1865.9753067675608,1865.0096481812527,1877.8583773590697,1862.143420295704,1865.7196326493272,1873.021329783328,1861.1564760496883,1849.2843606786023,1847.850154605672,1855.2117890952013,1873.915498752905,1874.272712137774,1864.444608983146,1869.2798999967624,1862.1298178819543,1874.143900974508,1864.315980830993,1873.6352099591,1873.3871206808324,1852.2834423658285,1849.01047907622,1857.5213511244945,1868.24073376978,1873.714932025553,1861.85133016858,1868.966095729092,1877.28761170726,1871.4426016759007,1865.099469778828,1865.0217277474048,1876.773075029844,1851.768442580862,1848.3820713351688,1857.0429639637573,1875.1853134783605,1873.998340482898,1867.5099302199203,1895.6450663329035,1875.8312492237253,1875.5290816680483,1877.776971242697,1862.8246505841344,1863.9346502449605,1854.0718170353268,1848.0542741395543,1857.496173493941,1868.1476329663333,1875.712181362709,1861.4410641114416,1894.0170430600228,1869.156633935736,1861.419085968472,1866.803610359644,1863.6573288236027,1874.3661169690213,1849.1545634373365,1849.145477908708,1864.568109542815,1874.7099232631656,1873.981183275112,1871.865372300891,1870.8243373299947,1860.53532378592,1863.3977609987865,1864.308328552312,1868.6497505538505,1862.8849558980555,1848.460556357065,1853.1243352486813,1865.1887899543908,1873.034405527116,1862.26265449682,1866.9879294022244,1864.217783348384,1864.889062913352,1866.864158387136,1872.401298979523,1872.6035092927243,1854.5877885307225,1849.5931431123547,1855.080917978357,1863.1125634197192,1876.1998521971327,1866.4029739683065,1865.2229521909508,1862.7206976874795,1862.704379261975,1866.0420544366743,1866.5739189357344,1862.5200042684685,1853.2083746511653,1850.716910569292,,,,,,,,,,,,,1847.915045241066
PUNJAB,1872.591331266372,1847.9278818287053,1854.531344268519,1872.2404303947044,1936.082843136082,1910.5550708623225,1917.9229892733613,1874.964374252028,1851.4107717950496,1874.784535411204,1876.3098719909144,1877.794768026098,1871.044456455597,1851.8787818672704,1855.300963856764,1874.276950343845,1903.7983754684367,1924.336455807776,1910.3251422030608,1871.344100647236,1860.3303123020048,1874.2976595403,1875.8685516550884,1875.336815436812,1873.2945264469308,1850.608208985066,1856.1600601636,1862.7701651447453,1933.080132879252,1915.6897113900063,1914.745603236916,1874.511463237685,1851.5533079493955,1875.416847170707,1876.5160013423103,1874.4190256920333,1870.3809606654693,1849.0590744317765,1855.0994840959484,1871.5651519339967,1952.5975959138875,1910.130411185496,1919.817418904264,1869.8452372896504,1849.5970805715813,1875.5375138073343,1876.7094592856668,1875.1540994292468,1872.44830692092,1852.2849442375148,1855.1535652091216,1873.744147813312,1915.3915434919552,1917.9291631412168,1909.3785716207865,1869.9680811189564,1851.5619756036567,1875.4685367908023,1876.1279805240968,1875.564201553168,1870.5890401170404,1848.3116743765177,1856.0340158421232,1875.3332994008365,1919.9463505460265,1911.626466743605,1920.8488047839128,1871.804638279264,1854.9755630163208,1875.1791798781696,1874.1833784823027,1876.7378711259485,1872.22327195306,1848.611064885268,1850.784865154208,1869.043832587961,1926.2866402076163,1904.672196934148,1919.469866926957,1867.378058369089,1851.40068243522,1875.336042876875,1876.6839888693933,1872.39351767442,1851.9278330468128,1858.79399869496,1866.0007439209487,1903.2240511512348,1926.9532099061,1915.634178372998,1866.7024320452751,1860.7266875361809,1871.7221777814248,1876.113118946045,1877.9916601854063,1869.861717243796,1848.575797573307,1853.313670674204,1874.080142823863,1930.406978587044,1920.9177404980649,1913.200750916506,1874.4541145556543,1856.2460717608944,1874.8353592528083,1876.0047754998184,1876.2299885140312,1872.234363338076,1848.912683366602,1855.581305850372,1874.109914921584,1954.222723488524,1929.7629809221128,1913.8772382650243,1867.5627035195173,1850.2700076805504,1874.7788525139028,1877.077639149543,1876.5869643303213,1874.8497709825688
RAJASTHAN,1875.1594875719245,1850.7995882607204,1867.9217408701445,1883.8617201153927,1902.765670264158,1906.8066239095424,1916.480496719712,1870.649402784968,1864.3102321450256,1870.9392109223347,1876.252505657551,1876.735945145008,1873.2578976091595,1850.231814063841,1866.8039857418744,1881.4508624663845,1903.1887754168115,1913.3855415218693,1921.252589283777,1871.0700960386832,1870.805773072236,1869.8952237934568,1875.884698948276,1876.70843975877,1874.851204682287,1850.647023765076,1869.467622525561,1878.040808214504,1902.971700061652,1908.1206145560843,1924.7142817509944,1871.7817701842569,1868.6560618921253,1873.2022365215075,1876.2499167293745,1876.2270831608853,1872.7666198679465,1851.4376456518733,1869.247461830456,1891.515132186821,1900.750394375056,1909.87540388395,1921.263293726601,1870.3111174106243,1866.3387187745525,1868.168659816905,1876.2233395801245,1876.8829229429264,1875.5752769049875,1851.030596971254,1871.4233743328973,1892.6054319689888,1902.9871387165333,1908.5826374950789,1922.7717998155968,1872.4289764059567,1867.9996789882075,1867.8680619081567,1876.1812738552417,1876.676345549196,1874.8100946044824,1850.4643795492748,1868.5151478475348,1888.1328955093225,1901.9986213720813,1904.896843763092,1923.2776674024835,1876.2053570609933,1868.0311707864705,1869.737289733581,1875.9530923477173,1876.543609845595,1874.499560806908,1850.91897981948,1866.1007335904608,1872.2482396192795,1902.7568873087089,1907.4893372583813,1922.795548892312,1883.144704815977,1864.0993158642536,1871.0728588191143,1876.525330545218,1874.5078405021256,1850.8340203321416,1871.253087233085,1883.5270484301263,1904.5061037012567,1912.3629367302829,1918.319806318148,1879.1060269673544,1868.8730547183973,1871.037178697784,1875.9376021481728,1876.4985283739445,1872.361069129191,1851.0937078909672,1868.8939610545124,1894.8487495197585,1902.70572348216,1905.261110066551,1919.1227864146229,1889.84250751535,1867.2669610023013,1871.985999413345,1876.2389042661184,1876.3134177803247,1874.851000364194,1851.3859670769527,1869.5527422610808,1876.8557939933903,1902.056857971564,1914.0452384603432,1921.840470107027,1870.3319299659483,1865.52957316646,1867.4438929345704,1876.048182230012,1876.2144547361056,1876.6899354430263
SIKKIM,1874.5770574826297,1849.5919365193763,1866.5784396271567,1855.7903705445835,1902.8427581742608,1921.885200649938,1928.8922606930864,1866.104185266728,1876.8497353537505,1877.5513081299969,1875.8215907578303,1874.912579649617,1873.3414411864744,1851.1184990522847,1873.0212310331503,1851.2957867819173,1903.172855688784,1921.0951404851896,1929.591522886045,1874.3012939517864,1867.2604692502164,1876.235236498397,1874.515204256208,1873.5615513377109,1873.069902011099,1851.5944016367907,1857.9566557160915,1862.2303261555408,1907.508674841289,1925.3975691335447,1930.5563665759023,1869.1567937570248,1866.8224983495563,1874.919024134296,1873.2765898747664,1875.3105040954124,1874.722248076762,1852.8209817600537,1858.879784637848,1871.713840026283,1906.7381358524715,1926.346529337649,1927.0193878329032,1869.6223809551293,1854.1548782076584,1863.4764956535985,1873.540369488445,1874.6671072863544,1874.904427178388,1850.399377219982,1861.6047589539044,1853.0606387807472,1908.867412508508,1923.0238250397329,1927.1143991202407,1867.135579132544,1873.308870075046,1873.7103592742155,1873.395401252173,1873.424560922794,1873.9496196679563,1849.830042639345,1848.632900743664,1864.4444671413448,1904.9963446438564,1919.16026956012,1927.8820438736773,1866.7471387341047,1873.500504640985,1872.4211410408109,1874.1162482848524,1873.220485006268,1872.6183159133057,1848.023549351218,1867.4593094356253,1869.1048053049624,1917.292590343232,1904.0414859417365,1929.3101816839007,1866.6027974215792,1869.5221088770656,1875.6499306305243,1874.4668949933744,1874.144925828984,1852.7522913255104,1867.8171534436465,1855.8756424630417,1905.3581944373184,1923.1285817857104,1931.7433336159067,1874.5010658986048,1860.89704914027,1873.0544198483267,1873.9489955166416,1872.9234473676624,1874.108504903748,1851.757905543896,1861.3137198030656,1856.9830404021448,1905.990362426921,1921.7203334092403,1924.4887459103768,1871.685610469939,1857.0409356286773,1874.231400819209,1874.5418591236355,1874.888735832404,1874.699328057129,1851.600232041408,1865.0807867220071,1857.6619917286475,1900.3754632241144,1922.7105665522167,1924.3151191410443,1853.9184834258424,1874.813857209121,1866.8609910250657,1876.0694802804203,1874.779643366718,1874.181256228156
TAMIL NADU,1857.1828341151847,1873.8671243774893,1872.438200961749,1871.837605477111,1869.3521953715288,1870.5099344488124,1871.205878114878,1868.2993383806624,1872.4166825445195,1869.128043499287,1851.00533853801,1849.4944299107567,1860.087050447756,1874.364238103666,1873.1282867160685,1868.623756915611,1870.039113546504,1870.552144144395,1870.4383517601725,1869.0145686547592,1870.726528673018,1871.2775240296005,1853.5887827554136,1849.981643512536,1859.737051270121,1873.0504596347832,1874.2832993722736,1869.584851560187,1871.6282056629364,1868.1133791032173,1866.0046187053133,1868.3312080823016,1868.935260618043,1870.4373212531648,1851.0860810825227,1849.2158086309869,1855.9868028353617,1872.486968641532,1869.707311609494,1868.7101127434607,1871.6181232910128,1866.3502103921485,1869.6776011487195,1868.227613071479,1869.5849321826345,1869.024205267554,1853.8350746057483,1849.1803571901005,1863.255852245972,1874.0734198687649,1872.388814187896,1868.905000698826,1870.879892054814,1868.6810111339096,1869.868924384849,1869.7549757885367,1866.335231713619,1872.4897676351209,1852.718934218067,1849.8132758835209,1855.6367591628448,1873.5983603727343,1874.181681681421,1867.848792650977,1869.973600418862,1867.025770198351,1867.507519952428,1868.937773360553,1875.4369160784977,1868.6416095492448,1850.9792234104425,1849.8206092856967,1857.7068485099428,1874.4327003081128,1874.0038548307643,1869.9769408612387,1870.0012823869115,1868.950381309808,1870.482035037629,1868.526949232806,1869.983280001864,1867.369930327235,1849.7085442370471,1863.3066073902044,1874.347505222339,1873.0485842596536,1870.853450251428,1872.5335287141409,1870.791754814108,1869.2483657257967,1868.561760442984,1871.8341320559955,1870.3589829485743,1851.47612575078,1849.4317586375569,1860.5651742208524,1871.0289613019763,1874.7140949353768,1869.640615178777,1873.3571106135084,1871.5957331644745,1869.098377064332,1869.3539268751013,1869.3858592381105,1868.3873564942608,1850.951074127916,1849.0195166743288,,,,,,,,,,,,,1850.516678728528
TELANGANA,1850.4556914221027,1872.1171647441304,1871.612619504326,1882.4545262619524,1899.4621800455643,1874.9811867749709,1880.1593900481712,1896.1505898576024,1870.6895389759911,1865.7836921477503,1872.0782961746145,1863.606154144429,1850.950790145317,1873.54772378078,1873.4840075140555,1883.452228010216,1894.936990852392,1883.4843995559727,1882.8769487903,1884.5024166281005,1871.883018005208,1852.658421066993,1866.24975444729,1872.497753072743,1851.6706673020303,1865.8191982072976,1873.0565397225105,1877.020992580388,1893.74973465961,1876.5628001832863,1880.86077922758,1884.952409359728,1869.9572201833048,1859.3401174547969,1870.30953373134,1872.6449204206228,1849.718334440112,1870.521362836713,1873.928071721308,1874.624802205846,1896.2003828368424,1877.0226700471449,1882.7312063145364,1890.4334197378696,1872.9821835871253,1854.7984728462925,1870.3507454551984,1873.6087292144955,1850.63521261582,1871.8150074230268,1874.1167604519808,1871.7035909561696,1894.53561204772,1878.4889907882496,1881.7685920673464,1883.013425932352,1872.0925609412627,1860.3980923745644,1867.564725560728,1871.273883230966,1849.9415965706803,1872.4332689199853,1874.1054691981365,1873.3778465796584,1895.895214101257,1875.7470030348104,1880.6491941235224,1901.7647633330355,1872.4753758061245,1854.993799688978,1870.884748055728,1875.2591198280445,1849.9158028568047,1873.4741512176013,1874.3666551018875,1877.670017949462,1898.3656985854448,1878.367838669376,1887.1293472785155,1898.285827208111,1869.335852882124,1853.080125358664,1872.8249943256665,1851.822591290581,1874.77065635548,1874.784817992682,1872.202985375224,1895.0691461866843,1877.941219067464,1880.9521332973425,1892.1541217206263,1869.0507825370423,1852.488427127668,1870.124537563496,1871.4984741560925,1850.0053286933548,1868.5929381608044,1874.346275883268,1874.7592673081333,1900.244559878441,1876.4625652195243,1881.767901266855,1891.2229686998644,1868.3800266244189,1855.7360646699487,1869.6632765386128,1875.8817547855149,,,,,,,,,,,,,1866.3745290232364
TRIPURA,1884.6238168275213,1859.2417286879177,1879.969996462037,1878.7725311678848,1922.7032557397845,1895.9782806199016,1898.2078649827968,1896.1911209099624,1873.982184734944,1863.0217222526733,1880.9699519315925,1885.2738470769727,1882.076291570956,1861.069885406288,1879.8771130439995,1872.272111311531,1914.925484007418,1895.9788569882064,1907.5481737041907,1917.0368217660705,1879.699300172103,1862.977215422242,1879.4352353557424,1881.3938035776664,1872.31804563819,1860.8373710569897,1873.592270853425,1878.8929011620808,1918.8661709589007,1891.8006980337736,1893.058897008432,1871.8152573308407,1871.2033888152887,1857.1666203935945,1884.8386388170973,1884.4675424829888,1867.823080936528,1863.0039589995968,1878.6714245949809,1872.646003759497,1911.4249908010088,1888.880416130548,1921.2899374340648,1871.1856881531849,1870.0033563377183,1865.989101097145,1879.2043875571044,1884.7701907025607,1861.56583618662,1864.00152004764,1880.1435599536435,1877.0382663356988,1927.9151407029872,1891.7700176732783,1903.57223666422,1872.324851334278,1876.3468685572884,1847.925354291394,1884.207122876072,1881.0088591462247,1863.923846055876,1860.9760146089964,1873.619125526252,1866.4802314816257,1922.5025512573989,1892.39806696036,1909.9065735806453,1876.2761286501125,1872.415765913271,1862.6994156017947,1879.4577853938245,1883.210443709064,1875.9020168256432,1861.9490852809245,1871.241629865632,1872.50145334436,1923.170430423728,1887.2132169722508,1890.58145860184,1878.250000406333,1878.9540144958585,1856.9251553308748,1883.0304539536496,1884.8125797800128,1859.3612002148875,1875.737405594583,1879.369884847151,1916.4078551091893,1894.8356287416964,1908.457673430868,1875.6388392737072,1874.541809048748,1862.8221267283905,1878.936426573993,1881.835785435477,1870.812424847528,1860.835475763748,1878.934308461587,1876.6864950052056,1922.8566586438576,1899.123724424545,1906.1645115999804,1872.424810257609,1872.8221465103604,1859.457037419935,1879.465532122185,1885.834221016324,1866.6121114572347,1862.406686403384,1879.179392150408,1865.318338885706,1919.9140913015829,1893.088729454104,1910.409332032195,,1879.1419559131743,1868.3651863192645,1880.065331963959,1881.3622454749063,1883.9529531399944
UTTAR PRADESH,1874.0136358070365,1850.1451588605664,1872.113515568486,1871.2883812348127,1913.746106396828,1916.391401591787,1925.2805973803552,1870.646341023472,1869.180562459477,1872.9433843237905,1876.060240544224,1876.032504179524,1869.0344325403903,1850.515087385584,1874.8670045642407,1877.2651430353887,1914.7290818270544,1915.250175372959,1921.8566956335144,1874.500825061937,1863.0627631796133,1868.2620318933807,1875.871161951276,1877.059958189652,1875.0940791633368,1849.898349062438,1864.796340321791,1872.4937095302653,1914.4614209107235,1919.4050101090847,1923.6695650687168,1874.627201579953,1863.407520878584,1869.2656412156527,1876.1789871911808,1877.629470362025,1871.7547819653585,1849.955786493914,1872.8766513554567,1874.8878933654016,1915.8349975208,1915.824336791932,1923.9921575695807,1869.363743245568,1871.308971287226,1872.3994655979784,1876.9734299741697,1877.7517254727777,1872.9372019679788,1851.0073785823167,1870.0601021348043,1870.599268229247,1919.217409946261,1915.210441340956,1921.4657572996616,1872.546985884912,1865.1071458470228,1870.006921796612,1876.1888942276137,1878.2876456605368,1874.813493339132,1850.980226481392,1870.7381257636948,1872.6624155015447,1914.7447122736392,1914.9443314462208,1924.112487002043,1874.3378271735187,1870.7596419690208,1866.9638151774104,1876.2304475261567,1877.195283540604,1873.4001467938265,1850.1124088813392,1870.509509102381,1869.6215703974904,1915.0145733183924,1918.5068137752028,1924.373908435414,1882.3436838185128,1869.5692432875485,1873.379832092624,1877.7911454984733,1873.103354032888,1850.4816066856863,1872.1183828421688,1873.012314432704,1920.3316429845097,1916.425010324232,1926.552391985507,1871.9985877845968,1861.6693636879995,1872.267401881861,1876.460473762305,1877.286879569917,1867.6567952679509,1849.3931743571327,1869.954618997437,1874.4622934981128,1916.090140494808,1916.3274041063464,1922.829616673612,1873.869007914794,1867.7540873090736,1869.747546976589,1876.918169075596,1878.4283219786896,1872.0430067371287,1850.588234563963,1864.7906242145,1869.5713144175668,1912.340739352359,1928.937299339529,1922.4177930395867,1890.3390640380533,1868.5231687356456,1875.213853854556,1876.1568908599904,1875.7660049512776,1876.446393107622
UTTARAKHAND,1872.889809568202,1850.5154981713747,1856.7282111789643,1869.9678466119628,1903.582181449928,1922.0365071981864,1914.904584006019,1871.027950094336,1861.3988659681636,1876.2217906910812,1874.4178945687645,1873.801617527253,1871.7614894483415,1850.5722923946205,1861.9981251320237,1870.255858662591,1944.2677217259377,1919.1556427142211,1917.124174929676,1871.905089528425,1858.9148834576367,1875.2023935214272,1875.4640547724675,1873.421749250216,1871.963030290226,1850.09056572691,1855.9182533614928,1869.3728833137388,1932.908194282056,1922.834459542479,1918.0611988866356,1873.750347582016,1853.0573063082727,1875.3754037515644,1875.6129608789277,1874.456525883343,1871.51931696084,1852.159495328128,1860.9545313728925,1871.9418175362189,1940.772987638276,1919.9720930724968,1914.8996509222509,1869.970034823829,1872.0053023622304,1875.8862864957084,1874.923242606177,1873.840745520184,1870.2638877442191,1850.378178692741,1854.2475375065603,1865.944316564215,1946.304327585725,1917.5895557545,1918.619602012389,1872.5113817917324,1857.836385393431,1875.152274517483,1873.138768741858,1873.32478087312,1870.9506980886415,1849.499947646336,1854.33793888982,1871.8366678579423,1931.506899666135,1913.8512425431663,1917.5884546677012,1880.412656225048,1852.2534042687785,1875.2633781859183,1873.967500738548,1873.7980227503724,1871.430517549616,1849.6130299432944,1857.0623488268557,1871.7232581288165,1900.417128584124,1921.838840829748,1913.6947909773232,1871.2207320346024,1861.5758035467995,1875.7669509417865,1874.5635145747667,1872.038838613178,1850.3011394411196,1864.3548476928936,1870.424330529572,1951.254884928323,1919.5753084361847,1914.7307953969528,1871.228139141748,1856.4216159579669,1869.9634536620551,1874.1309430893689,1871.2235104649883,1872.1090507824197,1849.9980364146436,1860.428521588237,1873.5359465634333,1933.5523304163369,1914.1773281230887,1914.1344416320096,1872.150104512964,1851.9776178045045,1875.2667977870287,1872.527113885879,1873.8672472736584,,,,,,,,,,,,,1873.712412770697
WEST BENGAL,1874.4170590686456,1852.203084779219,1876.7362833314455,1871.9246837359399,1914.7005279722168,1895.4474603394046,1915.5246854467946,1871.2154920653447,1867.8393482698755,1857.4057094066825,1878.2052492199127,1879.1401635428397,1867.1679892753789,1853.0874600209474,1875.6360126260772,1865.9916587829564,1919.4201605401252,1898.3194170982765,1911.7927726028595,1878.0097494118293,1867.6979247787215,1860.9423947574621,1876.53624354565,1879.2567503082514,1864.4228721006261,1854.8075583053699,1872.5710379728393,1871.547179253082,1920.566486031175,1901.1527853516889,1916.9206631009474,1887.2379114510152,1870.4379543026657,1866.0395120733149,1875.9277139320086,1877.540784824316,1859.0151359451936,1858.3212265170766,1874.4987071939552,1871.7610625886512,1915.4730299408097,1898.5088386997602,1902.7685706089335,1873.1247122853529,1865.1216832460984,1852.9261315816673,1874.5969702168688,1879.6891677770157,1871.3106256282276,1853.689123333177,1875.1922255351483,1873.6789042904709,1917.8893957096595,1895.70662507539,1900.6168108598488,1879.2196531512552,1869.1714178670102,1855.6581995190525,1877.4296642770435,1879.5990668545564,1869.8629838599957,1856.8077591201682,1872.0492629131827,1872.7932011854425,1919.3297360111792,1896.1471625741622,1907.2238089548268,1884.9089101631585,1872.28913612795,1857.0259961775328,1877.9747630846489,1878.34248089005,1872.8128422510651,1852.9057631091084,1872.5127248551028,1868.4213838585047,1917.0529356470208,1895.871834533001,1915.577153436017,1885.6660917033498,1865.4536439578126,1858.3335988720116,1879.6722100798352,1869.8277891874448,1853.2806717014105,1875.074061780126,1871.3323868737752,1922.3078805677515,1898.495667709156,1909.6579100961753,1876.3338551206668,1870.09481894283,1869.6015392023503,1877.4070378585998,1877.8814023017824,1862.896455525822,1855.3941562705572,1874.8153398345191,1876.8235257020187,1918.8763620472575,1897.565639400891,1905.6293530988005,1871.2354859217692,1868.6629459649434,1867.0346676861511,1875.9489458353914,1879.6213316967207,,,,,,,,,,,,,1877.955309599048
